grid_x,grid_y,stress_category,stress_probability,ndvi_mean,moisture_index,recommended_intervention
5,16,Critical,1.0,0.2773318792,0.4104845611, Fertilizer application - Low vegetation vigor
16,14,Critical,1.0,0.207586356,0.1144529404, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
18,1,Critical,1.0,0.2639006738,0.3633367993, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
3,6,Critical,1.0,0.2549194669,0.440821597, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
13,18,Critical,1.0,0.2588979755,0.1564494318, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
0,15,Critical,1.0,0.31455916,0.3230880151, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
15,5,Critical,1.0,0.217770449,0.2294066557, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
12,2,Critical,1.0,0.3490749131,0.1942824336, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
16,1,Critical,1.0,0.2584505017,0.348769487, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
17,2,Critical,0.9997777777777778,0.2870080564,0.340976499, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
18,2,Critical,0.9994444444444445,0.3859200298,0.4082253006, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
15,19,Critical,0.9990634920634921,0.2404898736,0.1194776151, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
0,0,Critical,0.9988888888888888,0.350458265,0.3110777848, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
7,13,Critical,0.9986666666666666,0.2770363472,0.1742122702, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
7,13,Critical,0.9986111111111111,0.2957730416,0.2113845995, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
16,7,Critical,0.9971428571428572,0.2285425991,0.1058405692, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
9,1,Critical,0.9971428571428572,0.2325152889,0.3899741056, Fertilizer application - Low vegetation vigor
15,12,Critical,0.9971428571428572,0.2286080314,0.2042244004, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
11,6,Critical,0.9971428571428572,0.2608907319,0.4819390903, Fertilizer application - Low vegetation vigor
1,8,Critical,0.9964444444444445,0.2157285158,0.5788312182, Fertilizer application - Low vegetation vigor
2,1,Critical,0.9957301587301588,0.2294652327,0.5692552626, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
0,2,Critical,0.9954444444444444,0.3601587158,0.2526021949, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
10,17,Critical,0.9943333333333332,0.3486373775,0.109546681, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
4,7,Critical,0.9940634920634921,0.223762185,0.7806654315, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
10,7,Critical,0.9935555555555555,0.2085081323,0.813328444, Fertilizer application - Low vegetation vigor
16,5,Critical,0.9933333333333333,0.239412293,0.2021144514, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
12,8,Critical,0.9933333333333333,0.2201478734,0.3216391516, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
9,16,Critical,0.9927777777777778,0.2427545719,0.4430575009, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
2,3,Critical,0.9919444444444444,0.2597432255,0.313337358, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
5,0,Critical,0.9914898989898989,0.3182545442,0.401198509, Fertilizer application - Low vegetation vigor
11,19,Critical,0.9908492063492064,0.2518312562,0.3569030085, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
2,14,Critical,0.99,0.227598768,0.4512601908, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
7,13,Critical,0.99,0.2185725427,0.31231078, Fertilizer application - Low vegetation vigor
13,10,Critical,0.99,0.2625877016,0.3339248265, Fertilizer application - Low vegetation vigor
14,11,Critical,0.99,0.3131400999,0.4139800496, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
1,3,Critical,0.99,0.314054099,0.4892350383, Fertilizer application - Low vegetation vigor
12,4,Critical,0.99,0.3600499639,0.3491834653, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
0,18,Critical,0.9898015873015872,0.2641074513,0.11443276, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
0,8,Critical,0.9897777777777778,0.210181266,0.4673737736, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
1,1,Critical,0.9894117647058823,0.2904115906,0.5502380567, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
15,4,Critical,0.9892857142857143,0.2443624793,0.4186044489, Fertilizer application - Low vegetation vigor
15,3,Critical,0.9890634920634921,0.2707858733,0.4928386144, Fertilizer application - Low vegetation vigor
2,3,Critical,0.9886111111111111,0.2985999143,0.2267500849, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
6,14,Critical,0.9886111111111111,0.2938106599,0.2839633973, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
17,7,Critical,0.9883888888888889,0.2872638768,0.4791067603, Fertilizer application - Low vegetation vigor
1,7,Critical,0.9883333333333333,0.3663462808,0.3628126904, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
1,1,Critical,0.9881318681318682,0.2717568096,0.6703387691, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
11,11,Critical,0.988,0.2258208631,0.1238090549, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
19,12,Critical,0.9879523809523809,0.2125117543,0.7149489494, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
15,17,Critical,0.9878006535947712,0.2794314649,0.1839204273, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
2,15,Critical,0.9876190476190476,0.2651719375,0.1436801057, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
15,11,Critical,0.9871428571428572,0.2302119384,0.175297069, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
17,11,Critical,0.9871301587301587,0.2640407862,0.7564995895, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
17,8,Critical,0.9870238095238095,0.2285101616,0.2061156806, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
3,8,Critical,0.9868498168498168,0.2316591022,0.7731030286, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
5,4,Critical,0.9867857142857143,0.2218281945,0.2778228499, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
9,19,Critical,0.9866666666666667,0.3630716323,0.140953814, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
15,2,Critical,0.9866666666666666,0.216290355,0.2955101271, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
1,19,Critical,0.9861777777777777,0.2498320539,0.53139275, Fertilizer application - Low vegetation vigor
11,10,Critical,0.9859523809523809,0.2359980694,0.943720469, Fertilizer application - Low vegetation vigor
11,9,Critical,0.9859004329004328,0.2755239989,0.314131746, Fertilizer application - Low vegetation vigor
18,8,Critical,0.985,0.3527777215,0.361791759, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
15,8,Critical,0.985,0.2910603681,0.4447345154, Fertilizer application - Low vegetation vigor
10,16,Critical,0.985,0.3000941774,0.3275525828, Fertilizer application - Low vegetation vigor
18,15,Critical,0.985,0.2177933887,0.6095843412, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
17,8,Critical,0.985,0.30677733,0.3677621546, Fertilizer application - Low vegetation vigor
6,2,Critical,0.9841666666666665,0.2509341045,0.4073933052, Fertilizer application - Low vegetation vigor
5,8,Critical,0.9834126984126985,0.2032424161,0.9482120547, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
17,8,Critical,0.9833699633699635,0.2803857773,0.9299797515, Fertilizer application - Low vegetation vigor
19,4,Critical,0.9833333333333334,0.282425758,0.3883257734, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
7,2,Critical,0.9833333333333334,0.2275184979,0.6164448162, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
18,9,Critical,0.982,0.2657873579,0.1234520974, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
4,3,Critical,0.9816666666666666,0.2572313224,0.425339587, Fertilizer application - Low vegetation vigor
3,6,Critical,0.9811428571428571,0.2251595917,0.1864683781, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
6,17,Critical,0.9809166666666667,0.2240719648,0.9282440778, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
6,18,Critical,0.98,0.3880741516,0.258898773, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
6,5,Critical,0.9796936507936508,0.2975492519,0.827299312, Fertilizer application - Low vegetation vigor
8,5,Critical,0.9788015873015873,0.2531043297,0.3269965539, Fertilizer application - Low vegetation vigor
6,0,Critical,0.9783888888888889,0.321306024,0.149851657, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
1,3,Critical,0.9783562091503267,0.3694386901,0.4412253842, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
10,3,Critical,0.9783444444444445,0.3086681722,0.9825329114, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
11,12,Critical,0.9783333333333334,0.2469535342,0.3036543646, Fertilizer application - Low vegetation vigor
9,3,Critical,0.9783134741075916,0.2902158053,0.8898385358, Fertilizer application - Low vegetation vigor
8,0,Critical,0.9778444444444445,0.2838334923,0.6154035249, Fertilizer application - Low vegetation vigor
7,3,Critical,0.9775,0.3444948902,0.3126222709, Fertilizer application - Low vegetation vigor
15,15,Critical,0.9768015873015873,0.2516575953,0.3322395046, Fertilizer application - Low vegetation vigor
11,11,Critical,0.9766666666666666,0.2064379361,0.9070762282, Fertilizer application - Low vegetation vigor
19,13,Critical,0.9764921855921855,0.256163622,0.828116688, Fertilizer application - Low vegetation vigor
11,19,Critical,0.9761777777777777,0.2962646609,0.6902640537, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
15,2,Critical,0.9760784313725489,0.2854267644,0.3621725278, Fertilizer application - Low vegetation vigor
3,1,Critical,0.976,0.323907339,0.2360646274, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
3,8,Critical,0.975463492063492,0.2839057571,0.7500738964, Fertilizer application - Low vegetation vigor
17,0,Critical,0.9754206349206348,0.2170211765,0.1286575701, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
15,11,Critical,0.9752748016689193,0.2638442721,0.9817225718, Fertilizer application - Low vegetation vigor
18,14,Critical,0.975,0.3702205337,0.6439253275, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
16,5,Critical,0.974715811965812,0.3469339152,0.9956639086, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
15,4,Critical,0.9737258297258298,0.289306212,0.155023867, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
14,12,Critical,0.9731429792429793,0.2827153793,0.9304254856, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
10,12,Critical,0.9720833333333334,0.3270048046,0.1464776175, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
9,18,Critical,0.972,0.2328761767,0.4736778752, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
9,3,Critical,0.9719444444444446,0.2567323511,0.4440303232, Fertilizer application - Low vegetation vigor
11,6,Critical,0.9717492063492064,0.2317128068,0.5464296009, Fertilizer application - Low vegetation vigor
14,13,Critical,0.9706318681318682,0.3435977483,0.9428017805, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
18,19,Critical,0.9703968253968255,0.2902089072,0.541369325, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
6,12,Critical,0.9701190476190475,0.2261437321,0.3596125154, Fertilizer application - Low vegetation vigor
19,11,Critical,0.97,0.263202839,0.1512531538, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
1,12,Critical,0.9694444444444444,0.3169237623,0.4535269453, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
12,15,Critical,0.9676266233766233,0.2831725414,0.1480750047, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
16,0,Critical,0.9672307692307691,0.2362764758,0.7817742947, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
7,11,Critical,0.9671217671217671,0.298079223,0.7611890481, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
14,16,Critical,0.966952380952381,0.2474859414,0.832373466, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
15,5,Critical,0.9666666666666667,0.2974904509,0.5248067339, Fertilizer application - Low vegetation vigor
0,16,Critical,0.9666666666666666,0.3273160591,0.3334524467, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
2,13,Critical,0.9661619047619048,0.210075442,0.7853028239, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
13,18,Critical,0.9658974358974359,0.3316848118,0.6302808161, Fertilizer application - Low vegetation vigor
19,12,Critical,0.9655128205128206,0.2819469115,0.7143776213, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
5,11,Critical,0.965,0.3811459871,0.4285455887, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
8,10,Critical,0.9643333333333334,0.3455203786,0.187202945, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
7,4,Critical,0.9641746031746031,0.2316530691,0.8199021738, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
19,12,Critical,0.9638333333333332,0.2116114802,0.8632851974, Fertilizer application - Low vegetation vigor
5,5,Critical,0.9635288515406164,0.3186449227,0.805525236, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
6,0,Critical,0.9634523809523811,0.2044701102,0.2599340151, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
1,2,Critical,0.9625,0.2148885876,0.8161549435, Fertilizer application - Low vegetation vigor
8,4,Critical,0.9621904761904762,0.2485529106,0.1638171301, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
6,0,Critical,0.9618095238095238,0.2394628477,0.1299569943, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
4,2,Critical,0.9614502164502164,0.2544142459,0.4997431651, Fertilizer application - Low vegetation vigor
10,1,Critical,0.961111111111111,0.3073459822,0.9046968386, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
19,13,Critical,0.9609506833036245,0.3149860586,0.3191010706, Fertilizer application - Low vegetation vigor
2,3,Critical,0.9604831932773109,0.2459960476,0.1913534725, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
4,2,Critical,0.9602857142857143,0.212755278,0.1641274168, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
9,12,Critical,0.9602777777777777,0.203865482,0.9415397768, Fertilizer application - Low vegetation vigor
16,10,Critical,0.9602777777777776,0.2579590675,0.1325663178, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
13,19,Critical,0.9592222222222223,0.2794903145,0.1369597364, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
1,14,Critical,0.9590623376623377,0.2696089749,0.5509185148, Fertilizer application - Low vegetation vigor
2,3,Critical,0.9590000000000001,0.3371880037,0.3790016675, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
11,17,Critical,0.958,0.2128734736,0.1321972216, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
14,7,Critical,0.9572575757575759,0.2778382376,0.2269447212, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
19,15,Critical,0.957142857142857,0.4276283254,0.1314989571, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
10,14,Critical,0.9566666666666667,0.2091013465,0.4048700448, Fertilizer application - Low vegetation vigor
16,14,Critical,0.9551349206349206,0.2521854506,0.3899013364, Fertilizer application - Low vegetation vigor
0,9,Critical,0.9538858363858366,0.3070013974,0.8128172871, Fertilizer application - Low vegetation vigor
11,13,Critical,0.9533888888888888,0.3213615167,0.1993988142, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
15,0,Critical,0.9528787878787878,0.2986469575,0.5345357449, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
7,4,Critical,0.9527857142857142,0.2255847675,0.7203556736, Fertilizer application - Low vegetation vigor
13,18,Critical,0.9523333333333334,0.4233703313,0.1659083538, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
4,17,Critical,0.9522156862745099,0.4132296384,0.5199335861, Detailed inspection needed - Cause unclear from indices
15,5,Critical,0.9495961538461539,0.330930624,0.9059007824, Fertilizer application - Low vegetation vigor
15,14,Critical,0.9494047619047619,0.3782484583,0.4263552564, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
1,15,Critical,0.9488333333333334,0.3762476071,0.4666920875, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
6,7,Critical,0.9486477411477411,0.2712477308,0.9885839943, Fertilizer application - Low vegetation vigor
1,14,Critical,0.9475000000000001,0.214409146,0.2227468536, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
18,10,Critical,0.9472985347985349,0.2812508484,0.8100794691, Fertilizer application - Low vegetation vigor
15,17,Critical,0.9470173160173161,0.4491808751,0.1032820325, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
9,2,Critical,0.9469409430438843,0.3366700915,0.2870992497, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
8,16,Critical,0.9464444444444444,0.2784272315,0.3281222271, Fertilizer application - Low vegetation vigor
16,11,Critical,0.946357142857143,0.2170805471,0.9558713678, Fertilizer application - Low vegetation vigor
1,6,Critical,0.9463333333333334,0.3334814045,0.3605042749, Fertilizer application - Low vegetation vigor
1,0,Critical,0.9456190476190476,0.2076970801,0.9175442926, Fertilizer application - Low vegetation vigor
13,1,Critical,0.9454761904761905,0.2091661196,0.9387301921, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
9,2,Critical,0.9450353535353537,0.2721867082,0.3817748524, Fertilizer application - Low vegetation vigor
11,3,Critical,0.944690476190476,0.2593863999,0.2798388283, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
10,0,Critical,0.9436274509803921,0.3029514367,0.3964485898, Fertilizer application - Low vegetation vigor
5,17,Critical,0.9435714285714285,0.3762593412,0.2851338655, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
14,7,Critical,0.9433333333333332,0.3965406537,0.2000949175, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
16,3,Critical,0.9414920634920635,0.2361772048,0.7967714425, Fertilizer application - Low vegetation vigor
11,7,Critical,0.9409833333333333,0.2525964472,0.9732643595, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
12,1,Critical,0.9408484848484848,0.2126771287,0.8067652001, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
2,16,Critical,0.9395079365079364,0.2818286285,0.5879529194, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
5,7,Critical,0.9392857142857143,0.3397716475,0.8469621271, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
1,4,Critical,0.9392651515151514,0.22200043,0.9897908994, Fertilizer application - Low vegetation vigor
14,6,Critical,0.9388810744810745,0.247145421,0.7826997056, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
13,11,Critical,0.9380604395604396,0.2748864472,0.9651513181, Fertilizer application - Low vegetation vigor
3,2,Critical,0.9379621848739497,0.3305629573,0.64820856, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
6,4,Critical,0.9379079365079365,0.2455361151,0.9476391421, Fertilizer application - Low vegetation vigor
19,9,Critical,0.9367792207792207,0.4717189483,0.1894445011, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
18,10,Critical,0.9363333333333334,0.4265754655,0.1319226268, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
13,4,Critical,0.9353730158730161,0.2892420636,0.5560405875, Fertilizer application - Low vegetation vigor
16,7,Critical,0.9351666666666667,0.3242076806,0.4853344978, Fertilizer application - Low vegetation vigor
3,6,Critical,0.9342034583063995,0.3293981189,0.2375999611, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
12,15,Critical,0.9341666666666666,0.4061142244,0.6347434221, Check for pest/disease - Thin canopy detected
13,15,Critical,0.9327619047619048,0.2204730981,0.4962816782, Fertilizer application - Low vegetation vigor
10,8,Critical,0.9304761904761903,0.2189671948,0.2367662733, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
18,5,Critical,0.9292857142857145,0.4902368866,0.1505886021, Irrigation needed - Low moisture detected |  Check for pest/disease - Thin canopy detected
4,7,Critical,0.9289343434343433,0.3049421991,0.4425095197, Fertilizer application - Low vegetation vigor
11,3,Critical,0.9271504965622612,0.3014264105,0.6965227777, Fertilizer application - Low vegetation vigor
11,0,Critical,0.9263448773448774,0.2774422159,0.3125547842, Fertilizer application - Low vegetation vigor
11,8,Critical,0.9255419978182953,0.4166693314,0.3075711811, Detailed inspection needed - Cause unclear from indices
8,5,Critical,0.9255163398692811,0.312565636,0.2974740747, Irrigation needed - Low moisture detected |  Fertilizer application - Low vegetation vigor
14,3,Critical,0.9253333333333333,0.3676933235,0.9447402842, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
13,9,Critical,0.9249607843137254,0.3566723304,0.3020324511, Fertilizer application - Low vegetation vigor
7,4,Critical,0.924679487179487,0.3480136049,0.9440088674, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
1,0,Critical,0.9239166666666668,0.221350175,0.907605069, Fertilizer application - Low vegetation vigor |  Check for pest/disease - Thin canopy detected
16,5,Critical,0.9234206349206349,0.2137973764,0.7430465375, Fertilizer application - Low vegetation vigor
4,3,Critical,0.9232161762968216,0.3625488866,0.5443925422, Fertilizer application - Low vegetation vigor
