grid_x,grid_y,stress_probability,ndvi_mean,moisture_index,stress_category,priority_rank
15,5,1.0,0.217770449,0.2294066557,Critical,1
3,6,1.0,0.2549194669,0.440821597,Critical,2
5,16,1.0,0.2773318792,0.4104845611,Critical,3
0,15,1.0,0.31455916,0.3230880151,Critical,4
18,1,1.0,0.2639006738,0.3633367993,Critical,5
16,14,1.0,0.207586356,0.1144529404,Critical,6
16,1,1.0,0.2584505017,0.348769487,Critical,7
13,18,1.0,0.2588979755,0.1564494318,Critical,8
12,2,1.0,0.3490749131,0.1942824336,Critical,9
17,2,0.9997777777777778,0.2870080564,0.340976499,Critical,10
18,2,0.9994444444444445,0.3859200298,0.4082253006,Critical,11
15,19,0.9990634920634921,0.2404898736,0.1194776151,Critical,12
0,0,0.9988888888888888,0.350458265,0.3110777848,Critical,13
7,13,0.9986666666666666,0.2770363472,0.1742122702,Critical,14
7,13,0.9986111111111111,0.2957730416,0.2113845995,Critical,15
16,7,0.9971428571428572,0.2285425991,0.1058405692,Critical,16
15,12,0.9971428571428572,0.2286080314,0.2042244004,Critical,17
9,1,0.9971428571428572,0.2325152889,0.3899741056,Critical,18
11,6,0.9971428571428572,0.2608907319,0.4819390903,Critical,19
1,8,0.9964444444444445,0.2157285158,0.5788312182,Critical,20
2,1,0.9957301587301588,0.2294652327,0.5692552626,Critical,21
0,2,0.9954444444444444,0.3601587158,0.2526021949,Critical,22
10,17,0.9943333333333332,0.3486373775,0.109546681,Critical,23
4,7,0.9940634920634921,0.223762185,0.7806654315,Critical,24
10,7,0.9935555555555555,0.2085081323,0.813328444,Critical,25
12,8,0.9933333333333333,0.2201478734,0.3216391516,Critical,26
16,5,0.9933333333333333,0.239412293,0.2021144514,Critical,27
9,16,0.9927777777777778,0.2427545719,0.4430575009,Critical,28
2,3,0.9919444444444444,0.2597432255,0.313337358,Critical,29
5,0,0.9914898989898989,0.3182545442,0.401198509,Critical,30
11,19,0.9908492063492064,0.2518312562,0.3569030085,Critical,31
7,13,0.99,0.2185725427,0.31231078,Critical,32
13,10,0.99,0.2625877016,0.3339248265,Critical,33
14,11,0.99,0.3131400999,0.4139800496,Critical,34
12,4,0.99,0.3600499639,0.3491834653,Critical,35
1,3,0.99,0.314054099,0.4892350383,Critical,36
2,14,0.99,0.227598768,0.4512601908,Critical,37
0,18,0.9898015873015872,0.2641074513,0.11443276,Critical,38
0,8,0.9897777777777778,0.210181266,0.4673737736,Critical,39
1,1,0.9894117647058823,0.2904115906,0.5502380567,Critical,40
15,4,0.9892857142857143,0.2443624793,0.4186044489,Critical,41
15,3,0.9890634920634921,0.2707858733,0.4928386144,Critical,42
2,3,0.9886111111111111,0.2985999143,0.2267500849,Critical,43
6,14,0.9886111111111111,0.2938106599,0.2839633973,Critical,44
17,7,0.9883888888888889,0.2872638768,0.4791067603,Critical,45
1,7,0.9883333333333333,0.3663462808,0.3628126904,Critical,46
1,1,0.9881318681318682,0.2717568096,0.6703387691,Critical,47
11,11,0.988,0.2258208631,0.1238090549,Critical,48
19,12,0.9879523809523809,0.2125117543,0.7149489494,Critical,49
15,17,0.9878006535947712,0.2794314649,0.1839204273,Critical,50
2,15,0.9876190476190476,0.2651719375,0.1436801057,Critical,51
15,11,0.9871428571428572,0.2302119384,0.175297069,Critical,52
17,11,0.9871301587301587,0.2640407862,0.7564995895,Critical,53
17,8,0.9870238095238095,0.2285101616,0.2061156806,Critical,54
3,8,0.9868498168498168,0.2316591022,0.7731030286,Critical,55
5,4,0.9867857142857143,0.2218281945,0.2778228499,Critical,56
9,19,0.9866666666666667,0.3630716323,0.140953814,Critical,57
15,2,0.9866666666666666,0.216290355,0.2955101271,Critical,58
1,19,0.9861777777777777,0.2498320539,0.53139275,Critical,59
11,10,0.985952380952381,0.2359980694,0.943720469,Critical,60
11,9,0.9859004329004328,0.2755239989,0.314131746,Critical,61
15,8,0.985,0.2910603681,0.4447345154,Critical,62
18,15,0.985,0.2177933887,0.6095843412,Critical,63
10,16,0.985,0.3000941774,0.3275525828,Critical,64
18,8,0.985,0.3527777215,0.361791759,Critical,65
17,8,0.985,0.30677733,0.3677621546,Critical,66
6,2,0.9841666666666665,0.2509341045,0.4073933052,Critical,67
5,8,0.9834126984126985,0.2032424161,0.9482120547,Critical,68
17,8,0.9833699633699635,0.2803857773,0.9299797515,Critical,69
7,2,0.9833333333333334,0.2275184979,0.6164448162,Critical,70
19,4,0.9833333333333333,0.282425758,0.3883257734,Critical,71
18,9,0.982,0.2657873579,0.1234520974,Critical,72
4,3,0.9816666666666666,0.2572313224,0.425339587,Critical,73
3,6,0.9811428571428571,0.2251595917,0.1864683781,Critical,74
6,17,0.9809166666666667,0.2240719648,0.9282440778,Critical,75
6,18,0.98,0.3880741516,0.258898773,Critical,76
6,5,0.9796936507936508,0.2975492519,0.827299312,Critical,77
8,5,0.9788015873015873,0.2531043297,0.3269965539,Critical,78
6,0,0.9783888888888889,0.321306024,0.149851657,Critical,79
1,3,0.9783562091503267,0.3694386901,0.4412253842,Critical,80
10,3,0.9783444444444445,0.3086681722,0.9825329114,Critical,81
11,12,0.9783333333333334,0.2469535342,0.3036543646,Critical,82
9,3,0.9783134741075916,0.2902158053,0.8898385358,Critical,83
8,0,0.9778444444444443,0.2838334923,0.6154035249,Critical,84
7,3,0.9775,0.3444948902,0.3126222709,Critical,85
15,15,0.9768015873015873,0.2516575953,0.3322395046,Critical,86
11,11,0.9766666666666666,0.2064379361,0.9070762282,Critical,87
19,13,0.9764921855921856,0.256163622,0.828116688,Critical,88
11,19,0.9761777777777777,0.2962646609,0.6902640537,Critical,89
15,2,0.9760784313725489,0.2854267644,0.3621725278,Critical,90
3,1,0.976,0.323907339,0.2360646274,Critical,91
3,8,0.975463492063492,0.2839057571,0.7500738964,Critical,92
17,0,0.9754206349206348,0.2170211765,0.1286575701,Critical,93
15,11,0.9752748016689193,0.2638442721,0.9817225718,Critical,94
18,14,0.975,0.3702205337,0.6439253275,Critical,95
16,5,0.974715811965812,0.3469339152,0.9956639086,Critical,96
15,4,0.9737258297258298,0.289306212,0.155023867,Critical,97
14,12,0.9731429792429793,0.2827153793,0.9304254856,Critical,98
10,12,0.9720833333333334,0.3270048046,0.1464776175,Critical,99
9,18,0.972,0.2328761767,0.4736778752,Critical,100
9,3,0.9719444444444446,0.2567323511,0.4440303232,Critical,101
11,6,0.9717492063492064,0.2317128068,0.5464296009,Critical,102
14,13,0.9706318681318682,0.3435977483,0.9428017805,Critical,103
18,19,0.9703968253968255,0.2902089072,0.541369325,Critical,104
6,12,0.9701190476190475,0.2261437321,0.3596125154,Critical,105
19,11,0.97,0.263202839,0.1512531538,Critical,106
1,12,0.9694444444444444,0.3169237623,0.4535269453,Critical,107
12,15,0.9676266233766233,0.2831725414,0.1480750047,Critical,108
16,0,0.9672307692307691,0.2362764758,0.7817742947,Critical,109
7,11,0.9671217671217671,0.298079223,0.7611890481,Critical,110
14,16,0.9669523809523811,0.2474859414,0.832373466,Critical,111
15,5,0.9666666666666667,0.2974904509,0.5248067339,Critical,112
0,16,0.9666666666666666,0.3273160591,0.3334524467,Critical,113
2,13,0.9661619047619048,0.210075442,0.7853028239,Critical,114
13,18,0.9658974358974358,0.3316848118,0.6302808161,Critical,115
19,12,0.9655128205128206,0.2819469115,0.7143776213,Critical,116
5,11,0.965,0.3811459871,0.4285455887,Critical,117
8,10,0.9643333333333334,0.3455203786,0.187202945,Critical,118
7,4,0.9641746031746031,0.2316530691,0.8199021738,Critical,119
19,12,0.9638333333333332,0.2116114802,0.8632851974,Critical,120
5,5,0.9635288515406164,0.3186449227,0.805525236,Critical,121
6,0,0.9634523809523811,0.2044701102,0.2599340151,Critical,122
1,2,0.9625,0.2148885876,0.8161549435,Critical,123
8,4,0.9621904761904762,0.2485529106,0.1638171301,Critical,124
6,0,0.9618095238095238,0.2394628477,0.1299569943,Critical,125
4,2,0.9614502164502164,0.2544142459,0.4997431651,Critical,126
10,1,0.961111111111111,0.3073459822,0.9046968386,Critical,127
19,13,0.9609506833036245,0.3149860586,0.3191010706,Critical,128
2,3,0.9604831932773109,0.2459960476,0.1913534725,Critical,129
4,2,0.9602857142857143,0.212755278,0.1641274168,Critical,130
9,12,0.9602777777777777,0.203865482,0.9415397768,Critical,131
16,10,0.9602777777777777,0.2579590675,0.1325663178,Critical,132
13,19,0.9592222222222223,0.2794903145,0.1369597364,Critical,133
1,14,0.9590623376623377,0.2696089749,0.5509185148,Critical,134
2,3,0.9590000000000001,0.3371880037,0.3790016675,Critical,135
11,17,0.958,0.2128734736,0.1321972216,Critical,136
14,7,0.9572575757575759,0.2778382376,0.2269447212,Critical,137
19,15,0.957142857142857,0.4276283254,0.1314989571,Critical,138
10,14,0.9566666666666667,0.2091013465,0.4048700448,Critical,139
16,14,0.9551349206349206,0.2521854506,0.3899013364,Critical,140
0,9,0.9538858363858363,0.3070013974,0.8128172871,Critical,141
11,13,0.9533888888888888,0.3213615167,0.1993988142,Critical,142
15,0,0.9528787878787878,0.2986469575,0.5345357449,Critical,143
7,4,0.9527857142857142,0.2255847675,0.7203556736,Critical,144
13,18,0.9523333333333334,0.4233703313,0.1659083538,Critical,145
4,17,0.9522156862745099,0.4132296384,0.5199335861,Critical,146
15,5,0.9495961538461539,0.330930624,0.9059007824,Critical,147
15,14,0.9494047619047619,0.3782484583,0.4263552564,Critical,148
1,15,0.9488333333333334,0.3762476071,0.4666920875,Critical,149
6,7,0.9486477411477411,0.2712477308,0.9885839943,Critical,150
1,14,0.9475000000000001,0.214409146,0.2227468536,Critical,151
18,10,0.9472985347985349,0.2812508484,0.8100794691,Critical,152
15,17,0.9470173160173161,0.4491808751,0.1032820325,Critical,153
9,2,0.9469409430438843,0.3366700915,0.2870992497,Critical,154
8,16,0.9464444444444444,0.2784272315,0.3281222271,Critical,155
16,11,0.946357142857143,0.2170805471,0.9558713678,Critical,156
1,6,0.9463333333333334,0.3334814045,0.3605042749,Critical,157
1,0,0.9456190476190477,0.2076970801,0.9175442926,Critical,158
13,1,0.9454761904761905,0.2091661196,0.9387301921,Critical,159
9,2,0.9450353535353537,0.2721867082,0.3817748524,Critical,160
11,3,0.944690476190476,0.2593863999,0.2798388283,Critical,161
10,0,0.9436274509803921,0.3029514367,0.3964485898,Critical,162
5,17,0.9435714285714285,0.3762593412,0.2851338655,Critical,163
14,7,0.9433333333333332,0.3965406537,0.2000949175,Critical,164
16,3,0.9414920634920635,0.2361772048,0.7967714425,Critical,165
11,7,0.9409833333333333,0.2525964472,0.9732643595,Critical,166
12,1,0.9408484848484848,0.2126771287,0.8067652001,Critical,167
2,16,0.9395079365079365,0.2818286285,0.5879529194,Critical,168
5,7,0.9392857142857143,0.3397716475,0.8469621271,Critical,169
1,4,0.9392651515151514,0.22200043,0.9897908994,Critical,170
14,6,0.9388810744810745,0.247145421,0.7826997056,Critical,171
13,11,0.9380604395604396,0.2748864472,0.9651513181,Critical,172
3,2,0.9379621848739497,0.3305629573,0.64820856,Critical,173
6,4,0.9379079365079365,0.2455361151,0.9476391421,Critical,174
19,9,0.9367792207792207,0.4717189483,0.1894445011,Critical,175
18,10,0.9363333333333334,0.4265754655,0.1319226268,Critical,176
13,4,0.9353730158730161,0.2892420636,0.5560405875,Critical,177
16,7,0.9351666666666667,0.3242076806,0.4853344978,Critical,178
3,6,0.9342034583063995,0.3293981189,0.2375999611,Critical,179
12,15,0.9341666666666666,0.4061142244,0.6347434221,Critical,180
13,15,0.9327619047619048,0.2204730981,0.4962816782,Critical,181
10,8,0.9304761904761903,0.2189671948,0.2367662733,Critical,182
18,5,0.9292857142857145,0.4902368866,0.1505886021,Critical,183
4,7,0.9289343434343433,0.3049421991,0.4425095197,Critical,184
11,3,0.9271504965622615,0.3014264105,0.6965227777,Critical,185
11,0,0.9263448773448774,0.2774422159,0.3125547842,Critical,186
11,8,0.9255419978182953,0.4166693314,0.3075711811,Critical,187
8,5,0.9255163398692811,0.312565636,0.2974740747,Critical,188
14,3,0.9253333333333333,0.3676933235,0.9447402842,Critical,189
13,9,0.9249607843137254,0.3566723304,0.3020324511,Critical,190
7,4,0.9246794871794871,0.3480136049,0.9440088674,Critical,191
1,0,0.9239166666666666,0.221350175,0.907605069,Critical,192
16,5,0.9234206349206349,0.2137973764,0.7430465375,Critical,193
4,3,0.9232161762968216,0.3625488866,0.5443925422,Critical,194
6,4,0.9231818181818183,0.3040639094,0.7390998027,Critical,195
8,10,0.9220000000000002,0.3692966036,0.3699923235,Critical,196
2,9,0.9210714285714284,0.2538672411,0.1366959469,Critical,197
9,0,0.9209682539682538,0.3305067835,0.4677444737,Critical,198
12,18,0.9205949148890324,0.3465445263,0.5603636225,Critical,199
8,7,0.9205252100840337,0.4005788765,0.5144582439,Critical,200
5,15,0.9198333333333335,0.2655723375,0.2502764863,Critical,201
5,19,0.918843505823382,0.4497273287,0.7776537397,Critical,202
2,18,0.9185,0.3959853656,0.4515058922,Critical,203
5,12,0.9185,0.3906151286,0.6603318081,Critical,204
7,16,0.917523088023088,0.2322018494,0.9370241541,Critical,205
19,2,0.9175169082125604,0.4061260317,0.7137977026,Critical,206
7,10,0.9170357142857142,0.2608442017,0.5250371147,Critical,207
10,18,0.9165201876449506,0.3063318855,0.3464181923,Critical,208
13,4,0.9149189388937019,0.3434890068,0.7053104756,Critical,209
9,2,0.9140714285714285,0.3815964034,0.4952729491,Critical,210
3,9,0.9133506493506494,0.4301261272,0.1282596668,Critical,211
18,9,0.9130670995670994,0.2837159722,0.5628443459,Critical,212
18,5,0.9127851037851038,0.6462902299,0.1206294158,Critical,213
14,16,0.9121831501831501,0.3585470426,0.2173955091,Critical,214
9,4,0.9119117647058823,0.3217266745,0.7781047392,Critical,215
14,3,0.9096666666666667,0.3346023132,0.9534200822,Critical,216
17,13,0.9087936507936507,0.2079475513,0.8972944638,Critical,217
16,15,0.9087584229390682,0.2844451098,0.7838908336,Critical,218
1,10,0.9085833333333333,0.3052918238,0.1315788501,Critical,219
4,6,0.9081111111111112,0.2457494386,0.3262366066,Critical,220
1,10,0.9079960317460318,0.3681019331,0.2553765767,Critical,221
9,7,0.9073992673992675,0.4976494531,0.2907631812,Critical,222
2,7,0.9069682539682539,0.2598559716,0.4705880952,Critical,223
10,2,0.9055357142857143,0.3724814233,0.1012831555,Critical,224
7,1,0.9051666666666667,0.2493981232,0.4767446671,Critical,225
3,6,0.9044444444444444,0.4903736516,0.1659848069,Critical,226
8,15,0.9038063603063601,0.3193668866,0.8590524817,Critical,227
4,1,0.9006750700280112,0.356517087,0.1616733888,Critical,228
9,10,0.8990277777777778,0.327277477,0.8754914399,Critical,229
3,17,0.8990066488961177,0.402826017,0.4319961601,Critical,230
16,3,0.89875,0.3264027416,0.4887888332,Critical,231
19,1,0.8986111111111111,0.3125319272,0.5327032762,Critical,232
6,4,0.898064407814408,0.3234708906,0.7153883423,Critical,233
17,4,0.8978073593073593,0.2360351259,0.964540729,Critical,234
2,7,0.8959057971014494,0.3966541568,0.2363339017,Critical,235
6,18,0.8956014492753623,0.509071351,0.1298768375,Critical,236
16,12,0.8953144078144081,0.3220565003,0.7388443674,Critical,237
19,17,0.8952450356660883,0.4931393674,0.3641751588,Critical,238
17,6,0.8946666666666667,0.3617523576,0.7475405052,Critical,239
1,11,0.894442857142857,0.492306543,0.3705585039,Critical,240
14,9,0.8943019336766966,0.2661100725,0.9299083924,Critical,241
6,18,0.8936202131202131,0.2954600329,0.8526788875,Critical,242
15,19,0.8930128205128205,0.3305990412,0.8528013066,Critical,243
1,12,0.8901557540498716,0.3235696224,0.871755166,Critical,244
1,5,0.8893650793650792,0.3805591394,0.3559095188,Critical,245
8,4,0.8883571428571428,0.2444908452,0.1543292592,Critical,246
2,12,0.8870054945054943,0.3721704099,0.9940307508,Critical,247
2,0,0.8853333333333333,0.3667279467,0.76100255,Critical,248
9,19,0.8852222222222222,0.3110235737,0.2934067902,Critical,249
4,17,0.8849775910364146,0.4231267521,0.4717489132,Critical,250
15,9,0.8838888888888888,0.28439682,0.2849846236,Critical,251
2,4,0.8837545787545786,0.4262420524,0.1695445536,Critical,252
19,10,0.8816666666666667,0.3805319789,0.4760369255,Critical,253
9,15,0.8806666666666666,0.2406585285,0.4585399081,Critical,254
4,5,0.8794841269841268,0.383584831,0.1058392754,Critical,255
19,18,0.8794166666666667,0.3604759767,0.9176716275,Critical,256
19,15,0.8788571428571429,0.3745045604,0.1196261138,Critical,257
9,15,0.8783974358974359,0.4387464457,0.9201206402,Critical,258
15,17,0.8766825396825396,0.2619447514,0.3860068677,Critical,259
10,15,0.8764771062271063,0.3391009771,0.7384516707,Critical,260
3,16,0.8762720772519534,0.45092601,0.653546049,Critical,261
17,13,0.8761733092894838,0.4707147424,0.5630977822,Critical,262
1,13,0.8758264320220842,0.4300651818,0.3254512822,Critical,263
6,10,0.8746111111111111,0.5759745793,0.1263643345,Critical,264
1,6,0.8733673153471915,0.4633817099,0.5445774895,Critical,265
0,19,0.8727380952380952,0.3807710718,0.3941909108,Critical,266
14,19,0.871079365079365,0.2108196316,0.2165739489,Critical,267
3,13,0.8704523809523809,0.3510747192,0.2289663923,Critical,268
19,10,0.8698911248710011,0.468723855,0.5247441357,Critical,269
15,3,0.8698165266106443,0.3571084003,0.7276222602,Critical,270
19,16,0.8676666666666667,0.4549889027,0.1535897242,Critical,271
11,9,0.8676437229437229,0.6014065217,0.2629726321,Critical,272
16,7,0.8662135338345865,0.4613165214,0.3923979458,Critical,273
2,2,0.8643333333333334,0.6340509291,0.1418039356,Critical,274
8,11,0.8640164835164836,0.3941668281,0.1409301562,Critical,275
3,12,0.862747311827957,0.3569885166,0.3099288896,Critical,276
11,6,0.8624285714285712,0.4081443052,0.4782093695,Critical,277
2,17,0.8608101343101343,0.4106744969,0.1236562951,Critical,278
14,10,0.8603484848484847,0.3876445486,0.6393703501,Critical,279
13,17,0.8590032467532466,0.4334494202,0.9975885505,Critical,280
18,1,0.8559887057387059,0.3660743612,0.3896447574,Critical,281
19,7,0.8539007936507936,0.4442077866,0.1665899958,Critical,282
5,10,0.8519934640522875,0.4824380063,0.2297705175,Critical,283
5,1,0.8515728291316527,0.4218454036,0.2890476282,Critical,284
17,5,0.8509952380952381,0.2140498384,0.9683408129,Critical,285
8,5,0.8505339820138582,0.4937200437,0.83802504,Critical,286
2,13,0.8502460317460319,0.404501254,0.1364675729,Critical,287
12,3,0.8499880952380953,0.3717443768,0.2743443481,Critical,288
3,9,0.8496666666666667,0.2259053443,0.5738486746,Critical,289
4,6,0.8493148926237162,0.4681969698,0.2344136053,Critical,290
0,4,0.8489744582043345,0.4373208537,0.6792704093,Critical,291
17,15,0.8466156898656899,0.3553805134,0.1343184527,Critical,292
19,1,0.8464249554367202,0.3610061861,0.8858433586,Critical,293
0,14,0.8443888888888889,0.6507996803,0.1411539533,Critical,294
6,0,0.8440000000000001,0.2383331472,0.1453266991,Critical,295
12,0,0.8434807692307693,0.3734116927,0.1085276181,Critical,296
5,5,0.8433333333333333,0.6254157564,0.1838699074,Critical,297
17,2,0.8428666666666668,0.5844586653,0.2779908649,Critical,298
17,13,0.8428174603174601,0.3999984604,0.1583862741,Critical,299
6,5,0.8409444444444445,0.4235195463,0.5966110572,Critical,300
3,18,0.8405300207039336,0.5207770233,0.1002787587,Critical,301
1,9,0.8405238095238095,0.3595546138,0.7623524816,Critical,302
11,8,0.8393333333333334,0.3305969168,0.5405855879,Critical,303
13,11,0.8391980519480517,0.295819941,0.5523844012,Critical,304
17,6,0.8369777777777777,0.6549747515,0.1976485106,Critical,305
7,6,0.8361190476190475,0.4582395477,0.851476666,Critical,306
4,0,0.8347499999999998,0.3747676062,0.4251004617,Critical,307
15,17,0.8334999999999999,0.4207032365,0.3783940968,Critical,308
5,12,0.8329285714285715,0.4129695701,0.103622751,Critical,309
14,3,0.8327222222222221,0.3128549011,0.3644218259,Critical,310
11,13,0.8314943064182194,0.4751684073,0.7761765661,Critical,311
3,3,0.8311639784946234,0.3950132373,0.3875941566,Critical,312
18,12,0.8307781241528869,0.362170191,0.3293358613,Critical,313
2,18,0.8305634920634921,0.2035431087,0.5745022764,Critical,314
0,7,0.8304444444444443,0.2320194237,0.9926870902,Critical,315
2,16,0.8271214618714621,0.2597447677,0.6685625591,Critical,316
16,16,0.8252817460317461,0.5876979991,0.1656638775,Critical,317
19,0,0.8246666666666665,0.3660587542,0.5903016538,Critical,318
10,4,0.8240515873015872,0.2532916016,0.559337866,Critical,319
10,5,0.8236323529411764,0.4657846857,0.8081170382,Critical,320
2,8,0.8210888888888889,0.6369042355,0.2683975806,Critical,321
2,14,0.8179837662337665,0.2822683727,0.6474678524,Critical,322
6,19,0.8142539682539683,0.4927701254,0.3308793558,Critical,323
19,3,0.8127541173702919,0.5412018388,0.6660895485,Critical,324
11,7,0.8103650793650796,0.2184568821,0.9327952485,Critical,325
19,6,0.8074246031746032,0.2896320873,0.4924442986,Critical,326
9,9,0.8072835497835499,0.3295930502,0.1085555822,Critical,327
15,16,0.8072579185520362,0.367144002,0.7557086905,Critical,328
7,3,0.8043333333333333,0.3938143537,0.7469901824,Critical,329
5,12,0.8010079365079364,0.6369665971,0.1402951353,Critical,330
18,19,0.8009304620111073,0.3061724158,0.4041112832,Critical,331
19,11,0.8002443710081656,0.5518459652,0.595821376,Critical,332
4,8,0.7972868325195691,0.52387585,0.7211182131,Critical,333
17,13,0.7918095238095237,0.4038603981,0.6619604387,Critical,334
13,15,0.7902048410936355,0.4882886399,0.7196609696,Critical,335
16,6,0.7884523809523809,0.3895825759,0.1986624877,Critical,336
15,12,0.7882222222222223,0.2185579174,0.6301541382,Critical,337
7,15,0.7849880952380951,0.5364106041,0.1277813193,Critical,338
8,12,0.7842274705581156,0.3370537944,0.4615706849,Critical,339
18,5,0.7837080961416824,0.3138318575,0.5126208491,Critical,340
18,3,0.7816746031746029,0.5002958192,0.1341252497,Critical,341
13,11,0.7799688644688645,0.4292481465,0.1068322746,Critical,342
12,3,0.7788343685300209,0.4379124746,0.4106417177,Critical,343
13,2,0.7775912698412698,0.3905015961,0.4105185999,Critical,344
2,16,0.7770728291316528,0.4393105162,0.2448599387,Critical,345
2,16,0.7760630952380952,0.6021311792,0.3384164741,Critical,346
16,2,0.7752156862745098,0.461989557,0.2414642244,Critical,347
7,14,0.7734736652236651,0.2906604449,0.6106953261,Critical,348
18,4,0.7733655462184873,0.3271184018,0.488398861,Critical,349
9,15,0.7716964285714286,0.4444467022,0.319345419,Critical,350
17,9,0.7659136321195146,0.2746187772,0.6821742016,Critical,351
4,2,0.7634166666666666,0.5671579727,0.5548017889,Critical,352
16,12,0.7628865800865802,0.552195381,0.4681684311,Critical,353
6,18,0.7625039682539682,0.4781011034,0.5753260515,Critical,354
5,2,0.7618829365079367,0.5237743013,0.2598578375,Critical,355
4,8,0.7600000000000001,0.2588747643,0.325491453,Critical,356
5,15,0.7598167084377612,0.5541220752,0.5308315137,Critical,357
11,19,0.758269654528478,0.4640989142,0.4541324955,Critical,358
8,11,0.7573483219289671,0.3212413089,0.3567372957,Critical,359
11,4,0.7570714285714287,0.4450876814,0.2422551703,Critical,360
3,15,0.7519444444444443,0.7247562822,0.2438070059,Critical,361
14,17,0.749810803891449,0.3913849504,0.301034294,High,362
11,15,0.7493333333333334,0.6610855421,0.2899503003,High,363
8,11,0.7487460317460319,0.5314302395,0.1748743092,High,364
12,2,0.7393214285714285,0.4428672413,0.2417076615,High,365
17,8,0.7393065323565322,0.6222064766,0.3192949113,High,366
8,6,0.7342142857142858,0.3884702617,0.6476611083,High,367
0,12,0.7325158730158731,0.7103050176,0.1620394319,High,368
4,9,0.7298823529411765,0.3995666181,0.7267382649,High,369
13,12,0.7263230532907953,0.5081067456,0.8433763026,High,370
8,1,0.7225187229437229,0.5928940383,0.4066871404,High,371
16,7,0.7188827984817115,0.5734227644,0.242687382,High,372
3,14,0.7179625534424295,0.4872680461,0.7115987072,High,373
12,17,0.7131557971014493,0.4226024325,0.5577201297,High,374
7,6,0.713053391053391,0.2976457025,0.5387748134,High,375
1,12,0.7091929045249941,0.5799071103,0.1512575806,High,376
15,0,0.7081660830999066,0.4604126601,0.5244243365,High,377
6,10,0.7050106171500858,0.4256476915,0.4910524243,High,378
6,13,0.6901552669552671,0.6563728817,0.3404865491,High,379
0,11,0.6892594886044543,0.4949971854,0.7629014827,High,380
10,14,0.6891587301587302,0.6521420689,0.140194026,High,381
0,15,0.6859179766750663,0.5599641069,0.2804585712,High,382
11,12,0.6786785714285715,0.6496934947,0.1398658879,High,383
10,2,0.6782857142857143,0.6956508045,0.1443199613,High,384
11,5,0.6749094331654358,0.5167076613,0.3523868754,High,385
9,14,0.6697301587301588,0.2048664914,0.6454301073,High,386
17,9,0.6628649413388543,0.4724411751,0.2053373344,High,387
11,19,0.6558753126954346,0.5021616824,0.5253982564,High,388
15,9,0.6514339826839827,0.5597926424,0.3143098643,High,389
6,11,0.650345238095238,0.3249812634,0.938917066,High,390
7,17,0.6491190476190476,0.6494221523,0.1917387161,High,391
9,4,0.6436076479076479,0.643380598,0.4338310826,High,392
10,14,0.6225833333333332,0.4456405088,0.1890570715,High,393
12,0,0.619369620575503,0.2728760074,0.5995767254,High,394
1,3,0.6184166666666666,0.4805341426,0.2179501691,High,395
5,7,0.616,0.7566871183,0.1628346713,High,396
11,4,0.6159403504991741,0.5072799945,0.5409047279,High,397
17,14,0.6141367595818815,0.4745708316,0.8399646152,High,398
4,7,0.6040270562770563,0.2684839125,0.7140063408,High,399
11,7,0.6034418767507003,0.4437788269,0.9353189674,High,400
3,13,0.5976742063492064,0.5702559938,0.5084540931,High,401
11,7,0.5910897299218194,0.547456373,0.2682418105,High,402
11,5,0.5887619047619047,0.7081689752,0.1201104404,High,403
19,11,0.5833109668109668,0.4787180855,0.3539607811,High,404
6,0,0.5785,0.4052034112,0.7214559688,High,405
19,11,0.5754444444444445,0.7406228742,0.309501716,High,406
13,6,0.5628968253968254,0.2971790209,0.6304045402,High,407
0,8,0.5526078458638485,0.5319499517,0.5335189918,High,408
3,12,0.5517261072261072,0.4591110902,0.3619709932,High,409
11,19,0.5450174603174605,0.5888021939,0.2840061936,High,410
3,9,0.5369754689754691,0.575882096,0.1616078525,High,411
10,18,0.5311944444444444,0.2940902739,0.7856317872,High,412
6,0,0.528422077922078,0.4805959917,0.2011642402,High,413
15,15,0.5260169082125604,0.434583198,0.8853098665,High,414
11,15,0.5227657009657011,0.5441311126,0.5774167,High,415
1,6,0.5195095822052344,0.4010672942,0.3320178959,High,416
9,1,0.5049722222222223,0.7033321336,0.3181743213,High,417
11,17,0.5034126984126984,0.3856416574,0.5169960114,High,418
